Kode Posisi (Abbreviation),SAP Position ID,Position Title,Deskripsi Panjang Jabatan,Kode SATKER,Org. Unit ID,Org. Unit Title,Kode Posisi Superior,SAP Position ID (Superior),Position Superior Title,Kode SATKER Superior,Org. Unit ID Superior,OU Superior Title,
252242200N,10002165,Coal Transportation Performance Evaluation Staff,Coal Transportation Performance Evaluation Staff,5224,30000284,Kertapati Coal Transportation Section,252242000N,10002165,#REF!,5224,30000124,TLS Coal Transportation Department,
252243000N,10000455,Tarahan Coal Transportation Section Head,Tarahan Coal Transportation Section Head,5224,30000287,Tarahan Coal Transportation Section,252240000N,10000455,#REF!,5224,30000124,TLS Coal Transportation Department,
252243100N,10001738,Coal Transportation Performance Evaluation Specialist,Coal Transportation Performance Evaluation Specialist,5224,30000287,Tarahan Coal Transportation Section,252243000N,10001738,#REF!,5224,30000124,TLS Coal Transportation Department,
252243200N,10002166,Coal Transportation Performance Evaluation Staff,Coal Transportation Performance Evaluation Staff,5224,30000287,Tarahan Coal Transportation Section,252243000N,10002166,#REF!,5224,30000124,TLS Coal Transportation Department,
252250000N,10000111,Product Control Department Head,Product Control Department Head,5225,30000125,Product Control Department,252200000N,10000111,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252251000N,10003603,QUALITY CONTROL SEC. HEAD  ,QUALITY CONTROL SEC. HEAD  ,5225,30000125,Product Control Department,252250000N,10003603,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252251100N,10003604,OP QUALITY CONTROL GR A SUBSEC. HEAD  ,OP QUALITY CONTROL GR A SUBSEC. HEAD  ,5225,30000125,Product Control Department,252251000N,10003604,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252251100N,10003605,OP QUALITY CONTROL GR B SUBSEC. HEAD  ,OP QUALITY CONTROL GR B SUBSEC. HEAD  ,5225,30000125,Product Control Department,252251000N,10003605,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252251100N,10003606,OP QUALITY CONTROL GR C SUBSEC. HEAD  ,OP QUALITY CONTROL GR C SUBSEC. HEAD  ,5225,30000125,Product Control Department,252251000N,10003606,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252251100N,10003607,OP QUALITY CONTROL GR D SUBSEC. HEAD  ,OP QUALITY CONTROL GR D SUBSEC. HEAD  ,5225,30000125,Product Control Department,252251000N,10003607,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252225000N,10003608,COAL REHANDLING SEC. HEAD,COAL REHANDLING SEC. HEAD,5225,30000125,Product Control Department,252220000N,10003608,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252225100N,10003609,COAL REHANDLING OP GR A SUBSEC. HEAD  ,COAL REHANDLING OP GR A SUBSEC. HEAD  ,5225,30000125,Product Control Department,252225000N,10003609,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252225100N,10003610,COAL REHANDLING OP GR B SUBSEC. HEAD  ,COAL REHANDLING OP GR B SUBSEC. HEAD  ,5225,30000125,Product Control Department,252225000N,10003610,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252225100N,10003611,COAL REHANDLING OP GR C SUBSEC. HEAD  ,COAL REHANDLING OP GR C SUBSEC. HEAD  ,5225,30000125,Product Control Department,252225000N,10003611,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252225100N,10003612,COAL REHANDLING OP GR D SUBSEC. HEAD  ,COAL REHANDLING OP GR D SUBSEC. HEAD  ,5225,30000125,Product Control Department,252225000N,10003612,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252251001N,10000456,Quality Control 1 Section Head,Quality Control 1 Section Head,5225,30000289,Quality Control 1 Section,252250000N,10000456,#REF!,5225,30000125,Product Control Department,
252251101N,10001076,Operational Quality Control 1 Group A Sub-Section Head,Operational Quality Control 1 Group A Sub-Section Head,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251001N,10001076,#REF!,5225,30000289,Quality Control 1 Section,
252251101N,10001077,Operational Quality Control 1 Group B Sub-Section Head,Operational Quality Control 1 Group B Sub-Section Head,5225,30000619,Operational Quality Control 1 Group B Sub-Section,252251001N,10001077,#REF!,5225,30000289,Quality Control 1 Section,
252251101N,10003564,Operational Quality Control 1 Group C Sub-Section Head,Operational Quality Control 1 Group C Sub-Section Head,5225,30000620,Operational Quality Control 1 Group C Sub-Section,252251001N,10003564,#REF!,5225,30000289,Quality Control 1 Section,
252251101N,10003565,Operational Quality Control 1 Group D Sub-Section Head,Operational Quality Control 1 Group D Sub-Section Head,5225,30000621,Operational Quality Control 1 Group D Sub-Section,252251001N,10003565,#REF!,5225,30000289,Quality Control 1 Section,
252251110N,10001739,Product Control Specialist,Product Control Specialist,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251101N,10001739,#REF!,5225,30000618,Operational Quality Control 1 Group A Sub-Section,
252251120N,10002790,Senior Product Control Technician,Senior Product Control Technician,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251101N,10002790,#REF!,5225,30000618,Operational Quality Control 1 Group A Sub-Section,
252251130N,10002791,Product Control Technician,Product Control Technician,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251101N,10002791,#REF!,5225,30000618,Operational Quality Control 1 Group A Sub-Section,
252251140N,10002792,Operations Support Technician Entry,Operations Support Technician Entry,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251101N,10002792,#REF!,5225,30000618,Operational Quality Control 1 Group A Sub-Section,
252251140N,10002793,Operations Support Technician Entry,Operations Support Technician Entry,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251101N,10002793,#REF!,5225,30000618,Operational Quality Control 1 Group A Sub-Section,
252251140N,10002794,Operations Support Technician Entry,Operations Support Technician Entry,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251101N,10002794,#REF!,5225,30000618,Operational Quality Control 1 Group A Sub-Section,
252251140N,10002795,Operations Support Technician Entry,Operations Support Technician Entry,5225,30000618,Operational Quality Control 1 Group A Sub-Section,252251101N,10002795,#REF!,5225,30000618,Operational Quality Control 1 Group A Sub-Section,
252252000N,10000459,Product Optimization Section Head,Product Optimization Section Head,5225,30000288,Product Optimization Section,252250000N,10000459,#REF!,5225,30000125,Product Control Department,
252252100N,10001740,Product & Delivery Planning Specialist,Product & Delivery Planning Specialist,5225,30000288,Product Optimization Section,252252000N,10001740,#REF!,5225,30000288,Product Optimization Section,
252252200N,10002167,Product & Delivery Planning Staff,Product & Delivery Planning Staff,5225,30000288,Product Optimization Section,252252000N,10002167,#REF!,5225,30000288,Product Optimization Section,
252252200N,10002168,Product & Delivery Planning Staff,Product & Delivery Planning Staff,5225,30000288,Product Optimization Section,252252000N,10002168,#REF!,5225,30000288,Product Optimization Section,
252252300N,10002309,Product & Delivery Planning Admin,Product & Delivery Planning Admin,5225,30000288,Product Optimization Section,252252000N,10002309,#REF!,5225,30000288,Product Optimization Section,
252252400N,10002796,Operations Support Technician Entry,Operations Support Technician Entry,5225,30000288,Product Optimization Section,252252000N,10002796,#REF!,5225,30000288,Product Optimization Section,
252253000N,10000460,Quality Control 2 Section Head,Quality Control 2 Section Head,5225,30000290,Quality Control 2 Section,252250000N,10000460,#REF!,5225,30000125,Product Control Department,
252253100N,10001078,Operational Quality Control 2 Group A Sub-Section Head,Operational Quality Control 2 Group A Sub-Section Head,5225,30000622,Operational Quality Control 2 Group A Sub-Section,252253000N,10001078,#REF!,5225,30000290,Quality Control 2 Section,
252253100N,10003566,Operational Quality Control 2 Group B Sub-Section Head,Operational Quality Control 2 Group B Sub-Section Head,5225,30000623,Operational Quality Control 2 Group B Sub-Section,252253000N,10003566,#REF!,5225,30000290,Quality Control 2 Section,
252253100N,10003567,Operational Quality Control 2 Group C Sub-Section Head,Operational Quality Control 2 Group C Sub-Section Head,5225,30000624,Operational Quality Control 2 Group C Sub-Section,252253000N,10003567,#REF!,5225,30000290,Quality Control 2 Section,
252253100N,10003568,Operational Quality Control 2 Group D Sub-Section Head,Operational Quality Control 2 Group D Sub-Section Head,5225,30000625,Operational Quality Control 2 Group D Sub-Section,252253000N,10003568,#REF!,5225,30000290,Quality Control 2 Section,
252253110N,10001741,Product Control Specialist,Product Control Specialist,5225,30000622,Operational Quality Control 2 Group A Sub-Section,252253100N,10001741,#REF!,5225,30000622,Operational Quality Control 2 Group A Sub-Section,
252253120N,10002797,Senior Product Control Technician,Senior Product Control Technician,5225,30000622,Operational Quality Control 2 Group A Sub-Section,252253100N,10002797,#REF!,5225,30000622,Operational Quality Control 2 Group A Sub-Section,
252253130N,10002798,Product Control Technician,Product Control Technician,5225,30000622,Operational Quality Control 2 Group A Sub-Section,252253100N,10002798,#REF!,5225,30000622,Operational Quality Control 2 Group A Sub-Section,
252253140N,10002799,Operations Support Technician Entry,Operations Support Technician Entry,5225,30000622,Operational Quality Control 2 Group A Sub-Section,252253100N,10002799,#REF!,5225,30000622,Operational Quality Control 2 Group A Sub-Section,
252260000N,10000112,Mine-Mouth Coal Transportation Department Head,Mine-Mouth Coal Transportation Department Head,5224,30000123,Mine-Mouth Coal Transportation Department,252200000N,10000112,#REF!,5220,30000034,Coal Handling & Transportation Sub-Division,
252261000N,10000462,Coal Rehandling Section Head,Coal Rehandling Section Head,5224,30000283,Coal Rehandling Section,252260000N,10000462,#REF!,5224,30000123,Mine-Mouth Coal Transportation Department,
252261100N,10001079,West Block Coal Rehandling Operations Group A Sub-Section Head,West Block Coal Rehandling Operations Group A Sub-Section Head,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261000N,10001079,#REF!,5224,30000283,Coal Rehandling Section,
252261100N,10001080,West Block Coal Rehandling Operations Group B Sub-Section Head,West Block Coal Rehandling Operations Group B Sub-Section Head,5224,30000627,West Block Coal Rehandling Operations Group B Sub-Section,252261000N,10001080,#REF!,5224,30000283,Coal Rehandling Section,
252261100N,10003569,West Block Coal Rehandling Operations Group C Sub-Section Head,West Block Coal Rehandling Operations Group C Sub-Section Head,5224,30000628,West Block Coal Rehandling Operations Group C Sub-Section,252261000N,10003569,#REF!,5224,30000283,Coal Rehandling Section,
252261100N,10003570,West Block Coal Rehandling Operations Group D Sub-Section Head,West Block Coal Rehandling Operations Group D Sub-Section Head,5224,30000629,West Block Coal Rehandling Operations Group D Sub-Section,252261000N,10003570,#REF!,5224,30000283,Coal Rehandling Section,
252261110N,10001742,Coal Handling Equipment Operation Specialist,Coal Handling Equipment Operation Specialist,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10001742,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261120N,10002800,Senior Coal Handling Equipment Operator,Senior Coal Handling Equipment Operator,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10002800,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261130N,10002801,Coal Handling Equipment Operator,Coal Handling Equipment Operator,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10002801,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261140N,10002802,Coal Handling Equipment Operator Entry,Coal Handling Equipment Operator Entry,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10002802,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261150N,10001743,Stockpile Operation Supervision Specialist,Stockpile Operation Supervision Specialist,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10001743,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261160N,10002803,Senior Stockpile Operation Supervision Technician,Senior Stockpile Operation Supervision Technician,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10002803,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261170N,10002804,Stockpile Operation Supervision Technician,Stockpile Operation Supervision Technician,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10002804,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261180N,10002805,Stockpile Operation Supervision Technician Entry,Stockpile Operation Supervision Technician Entry,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,252261100N,10002805,#REF!,5224,30000626,West Block Coal Rehandling Operations Group A Sub-Section,
252261200N,10001081,East Block Coal Rehandling Operations Group A Sub-Section Head,East Block Coal Rehandling Operations Group A Sub-Section Head,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261000N,10001081,#REF!,5224,30000283,Coal Rehandling Section,
252261200N,10001082,East Block Coal Rehandling Operations Group B Sub-Section Head,East Block Coal Rehandling Operations Group B Sub-Section Head,5224,30000631,East Block Coal Rehandling Operations Group B Sub-Section,252261000N,10001082,#REF!,5224,30000283,Coal Rehandling Section,
252261200N,10003571,East Block Coal Rehandling Operations Group C Sub-Section Head,East Block Coal Rehandling Operations Group C Sub-Section Head,5224,30000632,East Block Coal Rehandling Operations Group C Sub-Section,252261000N,10003571,#REF!,5224,30000283,Coal Rehandling Section,
252261200N,10003572,East Block Coal Rehandling Operations Group D Sub-Section Head,East Block Coal Rehandling Operations Group D Sub-Section Head,5224,30000633,East Block Coal Rehandling Operations Group D Sub-Section,252261000N,10003572,#REF!,5224,30000283,Coal Rehandling Section,
252261210N,10001744,Coal Handling Equipment Operation Specialist,Coal Handling Equipment Operation Specialist,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10001744,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252261220N,10002806,Senior Coal Handling Equipment Operator,Senior Coal Handling Equipment Operator,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10002806,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252261230N,10002807,Coal Handling Equipment Operator,Coal Handling Equipment Operator,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10002807,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252261240N,10002808,Coal Handling Equipment Operator Entry,Coal Handling Equipment Operator Entry,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10002808,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252261250N,10001745,Stockpile Operation Supervision Specialist,Stockpile Operation Supervision Specialist,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10001745,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252261260N,10002809,Senior Stockpile Operation Supervision Technician,Senior Stockpile Operation Supervision Technician,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10002809,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252261270N,10002810,Stockpile Operation Supervision Technician,Stockpile Operation Supervision Technician,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10002810,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252261280N,10002811,Stockpile Operation Supervision Technician Entry,Stockpile Operation Supervision Technician Entry,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,252261200N,10002811,#REF!,5224,30000630,East Block Coal Rehandling Operations Group A Sub-Section,
252262000N,10000467,Non-Rail Coal Transportation Section Head,Non-Rail Coal Transportation Section Head,5224,30000285,Non-Rail Coal Transportation Section,252260000N,10000467,#REF!,5224,30000123,Mine-Mouth Coal Transportation Department,
252262010N,10001746,Coal Transportation Performance Evaluation Specialist,Coal Transportation Performance Evaluation Specialist,5224,30000285,Non-Rail Coal Transportation Section,252262000N,10001746,#REF!,5224,30000285,Non-Rail Coal Transportation Section,
252262020N,10002169,Coal Transportation Performance Evaluation Staff,Coal Transportation Performance Evaluation Staff,5224,30000285,Non-Rail Coal Transportation Section,252262000N,10002169,#REF!,5224,30000285,Non-Rail Coal Transportation Section,
252300000N,10000034,Environmental Management & Mining Support Sub-Division Head,Environmental Management & Mining Support Sub-Division Head,5230,30000035,Environmental Management & Mining Support Sub-Division,252000000N,10000034,#REF!,5200,30000032,Tanjung Enim Mining Site Division,
252300100N,10001747,Secretary Specialist,Secretary Specialist,5230,30000035,Environmental Management & Mining Support Sub-Division,252300000N,10001747,#REF!,5230,30000035,Environmental Management & Mining Support Sub-Division,
252300200N,10002170,Secretary Staff,Secretary Staff,5230,30000035,Environmental Management & Mining Support Sub-Division,252300000N,10002170,#REF!,5230,30000035,Environmental Management & Mining Support Sub-Division,
252301000N,10000468,Evaluation & Reporting Administration Section Head,Evaluation & Reporting Administration Section Head,5230,30000291,Evaluation & Reporting Administration Section,252300000N,10000468,#REF!,5230,30000035,Environmental Management & Mining Support Sub-Division,
252301100N,10001748,Administration Specialist,Administration Specialist,5230,30000291,Evaluation & Reporting Administration Section,252301000N,10001748,#REF!,5230,30000291,Evaluation & Reporting Administration Section,
252301200N,10002171,Administration Staff,Administration Staff,5230,30000291,Evaluation & Reporting Administration Section,252301000N,10002171,#REF!,5230,30000291,Evaluation & Reporting Administration Section,
252301300N,10002310,Administrative/General Support Admin,Administrative/General Support Admin,5230,30000291,Evaluation & Reporting Administration Section,252301000N,10002310,#REF!,5230,30000291,Evaluation & Reporting Administration Section,
252301400N,10002311,Administrative/General Support Entry,Administrative/General Support Entry,5230,30000291,Evaluation & Reporting Administration Section,252301000N,10002311,#REF!,5230,30000291,Evaluation & Reporting Administration Section,
252310000N,10000113,Environmental Management Department Head,Environmental Management Department Head,5231,30000126,Environmental Management Department,252300000N,10000113,#REF!,5230,30000035,Environmental Management & Mining Support Sub-Division,
252311000N,10000469,West Block Mining Environmental Control Section Head,West Block Mining Environmental Control Section Head,5231,30000295,West Block Mining Environmental Control Section,252310000N,10000469,#REF!,5231,30000126,Environmental Management Department,
252311100N,10001083,West Block Environmental Facilities Construction & Maintenance Sub-Section Head,West Block Environmental Facilities Construction & Maintenance Sub-Section Head,5231,30000634,West Block Environmental Facilities Construction & Maintenance Sub-Section,252311000N,10001083,#REF!,5231,30000295,West Block Mining Environmental Control Section,
252311110N,10002812,Senior Environmental Control Technician,Senior Environmental Control Technician,5231,30000634,West Block Environmental Facilities Construction & Maintenance Sub-Section,252311100N,10002812,#REF!,5231,30000634,West Block Environmental Facilities Construction & Maintenance Sub-Section,
252311120N,10002813,Environmental Control Technician,Environmental Control Technician,5231,30000634,West Block Environmental Facilities Construction & Maintenance Sub-Section,252311100N,10002813,#REF!,5231,30000634,West Block Environmental Facilities Construction & Maintenance Sub-Section,
252311200N,10001084,West Block Environmental Quality Control Sub-Section Head,West Block Environmental Quality Control Sub-Section Head,5231,30000635,West Block Environmental Quality Control Sub-Section,252311000N,10001084,#REF!,5231,30000295,West Block Mining Environmental Control Section,
252311210N,10002814,Senior Environmental Control Technician,Senior Environmental Control Technician,5231,30000635,West Block Environmental Quality Control Sub-Section,252311200N,10002814,#REF!,5231,30000635,West Block Environmental Quality Control Sub-Section,
252311220N,10002815,Environmental Control Technician,Environmental Control Technician,5231,30000635,West Block Environmental Quality Control Sub-Section,252311200N,10002815,#REF!,5231,30000635,West Block Environmental Quality Control Sub-Section,
252311300N,10001085,West Block Waste Management Sub-Section Head,West Block Waste Management Sub-Section Head,5231,30000636,West Block Waste Management Sub-Section,252311000N,10001085,#REF!,5231,30000295,West Block Mining Environmental Control Section,
252311310N,10002816,Senior Waste Handling Technician,Senior Waste Handling Technician,5231,30000636,West Block Waste Management Sub-Section,252311300N,10002816,#REF!,5231,30000636,West Block Waste Management Sub-Section,
252311320N,10002817,Waste Handling Technician,Waste Handling Technician,5231,30000636,West Block Waste Management Sub-Section,252311300N,10002817,#REF!,5231,30000636,West Block Waste Management Sub-Section,
252312000N,10000473,East Block Mining Environmental Control Section Head,East Block Mining Environmental Control Section Head,5231,30000293,East Block Mining Environmental Control Section,252310000N,10000473,#REF!,5231,30000126,Environmental Management Department,
252312100N,10001086,East Block Environmental Facilities Construction & Maintenance Sub-Section Head,East Block Environmental Facilities Construction & Maintenance Sub-Section Head,5231,30000637,East Block Environmental Facilities Construction & Maintenance Sub-Section,252312000N,10001086,#REF!,5231,30000293,East Block Mining Environmental Control Section,
252312110N,10002818,Senior Environmental Control Technician,Senior Environmental Control Technician,5231,30000637,East Block Environmental Facilities Construction & Maintenance Sub-Section,252312100N,10002818,#REF!,5231,30000637,East Block Environmental Facilities Construction & Maintenance Sub-Section,
252312120N,10002819,Environmental Control Technician,Environmental Control Technician,5231,30000637,East Block Environmental Facilities Construction & Maintenance Sub-Section,252312100N,10002819,#REF!,5231,30000637,East Block Environmental Facilities Construction & Maintenance Sub-Section,
252312200N,10001087,East Block Environmental Quality Control Sub-Section Head,East Block Environmental Quality Control Sub-Section Head,5231,30000638,East Block Environmental Quality Control Sub-Section,252312000N,10001087,#REF!,5231,30000293,East Block Mining Environmental Control Section,
252312210N,10002820,Senior Environmental Control Technician,Senior Environmental Control Technician,5231,30000638,East Block Environmental Quality Control Sub-Section,252312200N,10002820,#REF!,5231,30000638,East Block Environmental Quality Control Sub-Section,
252312220N,10002821,Environmental Control Technician,Environmental Control Technician,5231,30000638,East Block Environmental Quality Control Sub-Section,252312200N,10002821,#REF!,5231,30000638,East Block Environmental Quality Control Sub-Section,
252312300N,10001088,East Block Waste Management Sub-Section Head,East Block Waste Management Sub-Section Head,5231,30000639,East Block Waste Management Sub-Section,252312000N,10001088,#REF!,5231,30000293,East Block Mining Environmental Control Section,
252312310N,10002822,Senior Waste Handling Technician,Senior Waste Handling Technician,5231,30000639,East Block Waste Management Sub-Section,252312300N,10002822,#REF!,5231,30000639,East Block Waste Management Sub-Section,
252312320N,10002823,Waste Handling Technician,Waste Handling Technician,5231,30000639,East Block Waste Management Sub-Section,252312300N,10002823,#REF!,5231,30000639,East Block Waste Management Sub-Section,
252313000N,10000477,West Block Mine Water Handling Section Head,West Block Mine Water Handling Section Head,5231,30000294,West Block Mine Water Handling Section,252310000N,10000477,#REF!,5231,30000126,Environmental Management Department,
252313100N,10001089,West Block Dewatering Pipe & Pump Maintenance Sub-Section Head,West Block Dewatering Pipe & Pump Maintenance Sub-Section Head,5231,30000640,West Block Dewatering Pipe & Pump Maintenance Sub-Section,252313000N,10001089,#REF!,5231,30000294,West Block Mine Water Handling Section,
252313110N,10002824,Senior Pipe & Pump Technician,Senior Pipe & Pump Technician,5231,30000640,West Block Dewatering Pipe & Pump Maintenance Sub-Section,252313100N,10002824,#REF!,5231,30000640,West Block Dewatering Pipe & Pump Maintenance Sub-Section,
252313120N,10002825,Pipe & Pump Technician,Pipe & Pump Technician,5231,30000640,West Block Dewatering Pipe & Pump Maintenance Sub-Section,252313100N,10002825,#REF!,5231,30000640,West Block Dewatering Pipe & Pump Maintenance Sub-Section,
252313130N,10002826,Operations Support Technician Entry,Operations Support Technician Entry,5231,30000640,West Block Dewatering Pipe & Pump Maintenance Sub-Section,252313100N,10002826,#REF!,5231,30000640,West Block Dewatering Pipe & Pump Maintenance Sub-Section,
252313200N,10001090,West Block Supply Pump & Pipe Maintenance Sub-Section Head,West Block Supply Pump & Pipe Maintenance Sub-Section Head,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,252313000N,10001090,#REF!,5231,30000294,West Block Mine Water Handling Section,
252313210N,10002827,Senior Pipe & Pump Technician,Senior Pipe & Pump Technician,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,252313200N,10002827,#REF!,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,
252313220N,10002828,Pipe & Pump Technician,Pipe & Pump Technician,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,252313200N,10002828,#REF!,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,
252313230N,10001749,Welding Specialist,Welding Specialist,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,252313200N,10001749,#REF!,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,
252313240N,10002829,Senior Welding Technician,Senior Welding Technician,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,252313200N,10002829,#REF!,5231,30000641,West Block Supply Pump & Pipe Maintenance Sub-Section,
252313300N,10001091,West Block Pump Operation & Water Supply Group A Sub-Section Head,West Block Pump Operation & Water Supply Group A Sub-Section Head,5231,30000642,West Block Pump Operation & Water Supply Group A Sub-Section,252313000N,10001091,#REF!,5231,30000294,West Block Mine Water Handling Section,
252313300N,10001092,West Block Pump Operation & Water Supply Group B Sub-Section Head,West Block Pump Operation & Water Supply Group B Sub-Section Head,5231,30000643,West Block Pump Operation & Water Supply Group B Sub-Section,252313000N,10001092,#REF!,5231,30000294,West Block Mine Water Handling Section,
252313300N,10001093,West Block Pump Operation & Water Supply Group C Sub-Section Head,West Block Pump Operation & Water Supply Group C Sub-Section Head,5231,30000644,West Block Pump Operation & Water Supply Group C Sub-Section,252313000N,10001093,#REF!,5231,30000294,West Block Mine Water Handling Section,
252313300N,10003573,West Block Pump Operation & Water Supply Group D Sub-Section Head,West Block Pump Operation & Water Supply Group D Sub-Section Head,5231,30000645,West Block Pump Operation & Water Supply Group D Sub-Section,252313000N,10003573,#REF!,5231,30000294,West Block Mine Water Handling Section,
252313310N,10002830,Senior Drain & Pump Technician,Senior Drain & Pump Technician,5231,30000642,West Block Pump Operation & Water Supply Group A Sub-Section,252313300N,10002830,#REF!,5231,30000642,West Block Pump Operation & Water Supply Group A Sub-Section,
252313320N,10002831,Drain & Pump Technician,Drain & Pump Technician,5231,30000642,West Block Pump Operation & Water Supply Group A Sub-Section,252313300N,10002831,#REF!,5231,30000642,West Block Pump Operation & Water Supply Group A Sub-Section,
252313330N,10002832,Drain & Pump Technician Entry,Drain & Pump Technician Entry,5231,30000642,West Block Pump Operation & Water Supply Group A Sub-Section,252313300N,10002832,#REF!,5231,30000642,West Block Pump Operation & Water Supply Group A Sub-Section,
252314000N,10000483,East Block Mine Water Handling Section Head,East Block Mine Water Handling Section Head,5231,30000292,East Block Mine Water Handling Section,252310000N,10000483,#REF!,5231,30000126,Environmental Management Department,
252314100N,10001094,East Block Dewatering Pipe & Pump Maintenance Sub-Section Head,East Block Dewatering Pipe & Pump Maintenance Sub-Section Head,5231,30000646,East Block Dewatering Pipe & Pump Maintenance Sub-Section,252314000N,10001094,#REF!,5231,30000292,East Block Mine Water Handling Section,
252314110N,10002833,Senior Pipe & Pump Technician,Senior Pipe & Pump Technician,5231,30000646,East Block Dewatering Pipe & Pump Maintenance Sub-Section,252314100N,10002833,#REF!,5231,30000646,East Block Dewatering Pipe & Pump Maintenance Sub-Section,
252314120N,10002834,Pipe & Pump Technician,Pipe & Pump Technician,5231,30000646,East Block Dewatering Pipe & Pump Maintenance Sub-Section,252314100N,10002834,#REF!,5231,30000646,East Block Dewatering Pipe & Pump Maintenance Sub-Section,
252314200N,10001095,East Block Supply Pipe & Pump Maintenance Sub-Section Head,East Block Supply Pipe & Pump Maintenance Sub-Section Head,5231,30000647,East Block Supply Pipe & Pump Maintenance Sub-Section,252314000N,10001095,#REF!,5231,30000292,East Block Mine Water Handling Section,
252314210N,10002835,Senior Pipe & Pump Technician,Senior Pipe & Pump Technician,5231,30000647,East Block Supply Pipe & Pump Maintenance Sub-Section,252314200N,10002835,#REF!,5231,30000647,East Block Supply Pipe & Pump Maintenance Sub-Section,
252314220N,10002836,Pipe & Pump Technician,Pipe & Pump Technician,5231,30000647,East Block Supply Pipe & Pump Maintenance Sub-Section,252314200N,10002836,#REF!,5231,30000647,East Block Supply Pipe & Pump Maintenance Sub-Section,
252314300N,10001096,East Block Pump Operation & Water Supply Group A Sub-Section Head,East Block Pump Operation & Water Supply Group A Sub-Section Head,5231,30000648,East Block Pump Operation & Water Supply Group A Sub-Section,252314000N,10001096,#REF!,5231,30000292,East Block Mine Water Handling Section,
